year,snapshot_date,country,rank,country_code,rating,rank_max,rating_max,rank_avg,rating_avg,rank_min,rating_min,matches_total,matches_home,matches_away,matches_neutral,wins,losses,draws,goals_for,goals_against,confederation,is_host
1936,1936-12-31,Czechia,7,CZ,1931,3,1956,7,1883,11,1808,114,48,57,9,58,30,26,272,176,UEFA,0
1936,1936-12-31,Austria,8,AT,1901,1,2070,7,1882,13,1785,183,84,91,8,88,58,37,438,340,UEFA,0
1936,1936-12-31,Brazil,10,BR,1867,5,1934,8,1888,14,1805,49,16,16,17,23,18,8,91,80,CONMEBOL,0
1936,1936-12-31,Germany,13,DE,1817,7,1913,15,1716,25,1637,134,62,63,9,60,50,24,325,272,UEFA,0
1936,1936-12-31,Paraguay,14,PY,1748,10,1864,16,1741,25,1647,55,15,21,19,16,30,9,67,107,CONMEBOL,0
1936,1936-12-31,Norway,15,NO,1747,14,1793,25,1529,39,1364,121,61,51,9,39,58,24,220,309,UEFA,0
1936,1936-12-31,Mexico,16,MX,1739,15,1739,28,1631,48,1498,21,6,4,11,13,7,1,66,46,CONCACAF,1
1936,1936-12-31,Netherlands,17,NL,1726,3,2003,11,1833,31,1606,150,75,62,13,67,58,25,352,319,UEFA,0
1936,1936-12-31,Australia,19,AU,1721,17,1721,34,1577,41,1528,37,26,11,0,20,13,4,108,78,AFC,0
1936,1936-12-31,United States,20,US,1720,12,1784,17,1714,25,1671,21,4,9,8,8,11,2,45,61,CONCACAF,1
1936,1936-12-31,Sweden,21,SE,1709,5,1894,15,1715,29,1579,206,102,92,12,98,77,31,556,412,UEFA,0
1936,1936-12-31,South Africa,22,ZA,1677,7,1847,13,1785,23,1677,19,12,7,0,3,16,0,27,55,CAF,0
1936,1936-12-31,Portugal,24,PT,1662,17,1749,21,1689,26,1662,33,19,11,3,10,18,5,46,74,UEFA,0
1936,1936-12-31,Tunisia,25,TN,1660,25,1660,29,1637,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1936,1936-12-31,Egypt,27,EG,1646,16,1761,21,1687,30,1646,20,4,6,10,9,8,3,54,52,CAF,0
1936,1936-12-31,Algeria,30,DZ,1640,21,1690,26,1663,31,1640,4,3,1,0,0,3,1,4,10,CAF,0
1936,1936-12-31,Switzerland,31,CH,1639,11,1795,23,1571,40,1485,146,71,66,9,38,83,25,234,380,UEFA,0
1936,1936-12-31,France,32,FR,1633,9,1648,24,1578,40,1514,142,75,57,10,41,86,15,244,455,UEFA,0
1936,1936-12-31,Canada,34,CA,1619,25,1619,29,1615,35,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1936,1936-12-31,Curaçao,40,CW,1573,26,1611,34,1579,41,1562,23,10,13,0,14,6,3,43,29,CONCACAF,0
1936,1936-12-31,Belgium,45,BE,1531,5,1930,17,1734,49,1503,170,90,74,6,58,84,28,340,434,UEFA,0
1936,1936-12-31,New Zealand,58,NZ,1432,29,1572,39,1539,58,1432,16,10,6,0,5,9,2,30,51,OFC,0
1936,1936-12-31,Turkey,63,TR,1364,37,1541,50,1438,63,1364,40,20,16,4,8,24,8,71,108,UEFA,0
1936,1936-12-31,Haiti,74,HT,1279,54,1300,63,1281,74,1265,13,12,1,0,2,8,3,12,29,CONCACAF,0
1936,1936-12-31,Japan,74,JP,1279,30,1281,56,1183,79,1126,18,6,5,7,4,13,1,29,78,AFC,0
1937,1937-12-31,Argentina,1,AR,2054,1,2106,3,1986,10,1855,213,101,82,30,110,56,47,423,254,CONMEBOL,0
1937,1937-12-31,England,3,EN,1986,1,2213,2,1998,12,1810,282,114,164,4,187,55,40,965,349,UEFA,0
1937,1937-12-31,Scotland,4,SQ,1961,1,2104,4,1961,11,1781,192,90,102,0,118,36,38,516,238,UEFA,0
1937,1937-12-31,Spain,6,ES,1947,1,2036,4,1968,9,1901,57,22,26,9,36,12,9,134,62,UEFA,0
1937,1937-12-31,Brazil,7,BR,1904,5,1939,8,1888,14,1805,54,16,18,20,26,20,8,105,89,CONMEBOL,0
1937,1937-12-31,Austria,8,AT,1902,1,2070,7,1883,13,1785,191,89,94,8,92,60,39,453,352,UEFA,0
1937,1937-12-31,Germany,10,DE,1872,7,1913,15,1720,25,1637,145,69,67,9,70,50,25,361,278,UEFA,0
1937,1937-12-31,Uruguay,11,UY,1857,1,2104,5,1948,12,1827,192,77,82,33,87,68,37,329,267,CONMEBOL,0
1937,1937-12-31,Czechia,12,CZ,1856,3,1956,7,1883,12,1808,125,54,62,9,62,35,28,298,208,UEFA,0
1937,1937-12-31,Mexico,14,MX,1789,14,1789,27,1639,48,1498,24,9,4,11,16,7,1,85,52,CONCACAF,1
1937,1937-12-31,Paraguay,15,PY,1736,10,1864,16,1741,25,1647,60,15,22,23,18,33,9,75,123,CONMEBOL,0
1937,1937-12-31,Norway,17,NO,1729,14,1793,25,1536,39,1364,129,65,55,9,42,62,25,233,333,UEFA,0
1937,1937-12-31,Australia,18,AU,1721,17,1721,33,1586,41,1528,37,26,11,0,20,13,4,108,78,AFC,0
1937,1937-12-31,Netherlands,19,NL,1713,3,2003,11,1830,31,1606,156,79,64,13,70,60,26,364,327,UEFA,0
1937,1937-12-31,South Africa,20,ZA,1677,7,1847,13,1782,23,1677,19,12,7,0,3,16,0,27,55,CAF,0
1937,1937-12-31,United States,21,US,1670,12,1784,17,1714,25,1670,24,4,12,8,8,14,2,51,80,CONCACAF,1
1937,1937-12-31,Portugal,22,PT,1662,17,1749,21,1687,26,1662,33,19,11,3,10,18,5,46,74,UEFA,0
1937,1937-12-31,Tunisia,24,TN,1660,24,1660,28,1642,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1937,1937-12-31,Sweden,27,SE,1652,5,1894,15,1714,29,1579,214,106,96,12,100,82,32,573,433,UEFA,0
1937,1937-12-31,Egypt,28,EG,1646,16,1761,21,1685,30,1646,20,4,6,10,9,8,3,54,52,CAF,0
1937,1937-12-31,Algeria,29,DZ,1640,21,1690,27,1658,31,1640,4,3,1,0,0,3,1,4,10,CAF,0
1937,1937-12-31,France,33,FR,1620,9,1648,25,1579,40,1514,149,79,60,10,43,90,16,251,469,UEFA,0
1937,1937-12-31,Canada,34,CA,1619,25,1619,30,1615,35,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1937,1937-12-31,Switzerland,37,CH,1601,11,1795,23,1572,40,1485,156,75,72,9,39,91,26,247,405,UEFA,0
1937,1937-12-31,Curaçao,42,CW,1561,26,1611,35,1578,42,1561,25,10,15,0,14,6,5,45,31,CONCACAF,0
1937,1937-12-31,Belgium,45,BE,1541,5,1930,18,1728,49,1503,177,93,78,6,60,88,29,348,443,UEFA,0
1937,1937-12-31,New Zealand,56,NZ,1432,29,1572,40,1532,58,1432,16,10,6,0,5,9,2,30,51,OFC,0
1937,1937-12-31,Turkey,64,TR,1358,37,1541,51,1433,64,1358,42,20,18,4,8,26,8,73,114,UEFA,0
1937,1937-12-31,Haiti,75,HT,1279,54,1300,64,1281,75,1265,13,12,1,0,2,8,3,12,29,CONCACAF,0
1937,1937-12-31,Japan,75,JP,1279,30,1281,57,1188,79,1126,18,6,5,7,4,13,1,29,78,AFC,0
1938,1938-12-31,Argentina,2,AR,2070,1,2106,3,1988,10,1855,215,102,83,30,112,56,47,427,256,CONMEBOL,0
1938,1938-12-31,Scotland,3,SQ,2027,1,2104,4,1961,11,1781,197,92,105,0,123,36,38,528,242,UEFA,0
1938,1938-12-31,England,4,EN,1952,1,2213,2,1998,12,1810,289,117,168,4,191,58,40,989,361,UEFA,0
1938,1938-12-31,Spain,5,ES,1947,1,2036,4,1967,9,1901,57,22,26,9,36,12,9,134,62,UEFA,0
1938,1938-12-31,Brazil,7,BR,1935,5,1939,8,1890,14,1805,59,16,18,25,29,21,9,119,100,CONMEBOL,0
1938,1938-12-31,Austria,8,AT,1911,1,2070,7,1884,13,1785,192,90,94,8,93,60,39,455,352,UEFA,0
1938,1938-12-31,Czechia,10,CZ,1858,3,1956,8,1882,14,1803,134,57,65,12,67,37,30,326,222,UEFA,0
1938,1938-12-31,Uruguay,11,UY,1841,1,2104,5,1946,12,1827,194,78,83,33,87,70,37,331,271,CONMEBOL,0
1938,1938-12-31,Mexico,13,MX,1813,13,1813,26,1650,48,1498,29,9,5,15,20,7,2,99,56,CONCACAF,1
1938,1938-12-31,Germany,14,DE,1774,7,1913,15,1723,25,1637,155,75,69,11,73,53,29,380,297,UEFA,0
1938,1938-12-31,Norway,15,NO,1737,14,1793,25,1542,39,1364,137,69,58,10,46,64,27,252,345,UEFA,0
1938,1938-12-31,Paraguay,16,PY,1736,10,1864,16,1741,25,1647,60,15,22,23,18,33,9,75,123,CONMEBOL,0
1938,1938-12-31,Australia,17,AU,1714,16,1729,32,1594,41,1528,42,31,11,0,23,14,5,126,94,AFC,0
1938,1938-12-31,Switzerland,19,CH,1710,11,1795,23,1575,40,1485,168,80,75,13,44,95,29,265,425,UEFA,0
1938,1938-12-31,Netherlands,22,NL,1680,3,2003,12,1826,31,1606,162,82,66,14,72,62,28,384,340,UEFA,0
1938,1938-12-31,South Africa,23,ZA,1677,7,1847,14,1779,24,1677,19,12,7,0,3,16,0,27,55,CAF,0
1938,1938-12-31,United States,24,US,1670,12,1784,18,1712,28,1670,24,4,12,8,8,14,2,51,80,CONCACAF,1
1938,1938-12-31,Portugal,26,PT,1668,17,1749,21,1687,27,1662,37,20,13,4,11,20,6,52,78,UEFA,0
1938,1938-12-31,Tunisia,28,TN,1660,24,1660,28,1645,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1938,1938-12-31,Sweden,30,SE,1656,5,1894,15,1712,32,1579,224,110,99,15,104,87,33,599,458,UEFA,0
1938,1938-12-31,Egypt,31,EG,1646,16,1761,22,1683,32,1646,20,4,6,10,9,8,3,54,52,CAF,0
1938,1938-12-31,France,32,FR,1641,9,1655,25,1581,40,1514,155,84,61,10,46,93,16,268,482,UEFA,0
1938,1938-12-31,Algeria,33,DZ,1640,21,1690,28,1655,33,1640,4,3,1,0,0,3,1,4,10,CAF,0
1938,1938-12-31,Canada,37,CA,1619,25,1619,30,1615,38,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1938,1938-12-31,Curaçao,40,CW,1593,26,1611,35,1578,45,1561,28,13,15,0,17,6,5,52,33,CONCACAF,0
1938,1938-12-31,Belgium,45,BE,1542,5,1930,19,1723,49,1503,185,95,84,6,62,92,31,364,469,UEFA,0
1938,1938-12-31,New Zealand,57,NZ,1432,29,1572,41,1526,58,1432,16,10,6,0,5,9,2,30,51,OFC,0
1938,1938-12-31,Turkey,64,TR,1358,37,1541,52,1428,67,1358,42,20,18,4,8,26,8,73,114,UEFA,0
1938,1938-12-31,Colombia,66,CO,1345,56,1444,62,1384,66,1345,9,4,1,4,3,6,0,16,19,CONMEBOL,0
1938,1938-12-31,Haiti,70,HT,1324,54,1324,65,1283,79,1265,16,15,1,0,5,8,3,21,31,CONCACAF,0
1938,1938-12-31,Ecuador,72,EC,1318,69,1340,72,1318,76,1297,5,0,1,4,2,2,1,10,15,CONMEBOL,0
1938,1938-12-31,Japan,81,JP,1279,30,1281,58,1192,81,1126,18,6,5,7,4,13,1,29,78,AFC,0
1938,1938-12-31,Panama,82,PA,1272,69,1314,81,1273,82,1272,5,5,0,0,1,3,1,7,20,CONCACAF,0
1939,1939-12-31,Argentina,1,AR,2085,1,2106,3,1991,10,1855,219,102,87,30,114,56,49,437,261,CONMEBOL,0
1939,1939-12-31,Scotland,3,SQ,1998,1,2104,4,1962,11,1781,198,93,105,0,123,37,38,529,244,UEFA,0
1939,1939-12-31,England,4,EN,1997,1,2213,2,1998,12,1810,296,117,175,4,196,59,41,1009,369,UEFA,0
1939,1939-12-31,Spain,5,ES,1947,1,2036,4,1966,9,1901,57,22,26,9,36,12,9,134,62,UEFA,0
1939,1939-12-31,Austria,6,AT,1922,1,2070,7,1885,13,1785,195,91,96,8,94,60,41,467,358,UEFA,0
1939,1939-12-31,Brazil,7,BR,1914,5,1939,8,1891,14,1805,61,18,18,25,29,22,10,122,107,CONMEBOL,0
1939,1939-12-31,Uruguay,11,UY,1849,1,2104,5,1943,12,1827,198,78,84,36,90,71,37,344,276,CONMEBOL,0
1939,1939-12-31,Germany,12,DE,1830,7,1913,15,1725,25,1637,173,83,79,11,82,57,34,425,328,UEFA,0
1939,1939-12-31,Mexico,14,MX,1813,13,1813,26,1659,48,1498,29,9,5,15,20,7,2,99,56,CONCACAF,1
1939,1939-12-31,Switzerland,15,CH,1784,11,1795,23,1580,40,1485,175,84,78,13,49,95,31,280,432,UEFA,0
1939,1939-12-31,Australia,17,AU,1714,16,1729,31,1601,41,1528,42,31,11,0,23,14,5,126,94,AFC,0
1939,1939-12-31,Sweden,21,SE,1701,5,1894,16,1711,32,1579,230,114,100,16,109,88,33,621,465,UEFA,0
1939,1939-12-31,Paraguay,22,PY,1698,10,1864,16,1739,25,1647,67,17,24,26,20,37,10,88,138,CONMEBOL,0
1939,1939-12-31,Netherlands,23,NL,1696,3,2003,12,1822,31,1606,168,86,68,14,76,64,28,404,354,UEFA,0
1939,1939-12-31,France,26,FR,1684,9,1684,25,1583,40,1514,159,87,62,10,49,93,17,279,486,UEFA,0
1939,1939-12-31,United States,27,US,1670,12,1784,18,1710,28,1670,24,4,12,8,8,14,2,51,80,CONCACAF,1
1939,1939-12-31,Norway,28,NO,1664,14,1793,25,1547,39,1364,144,71,62,11,48,69,27,263,366,UEFA,0
1939,1939-12-31,Tunisia,29,TN,1660,24,1660,28,1647,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1939,1939-12-31,South Africa,31,ZA,1654,7,1847,14,1775,31,1654,22,15,7,0,3,19,0,30,68,CAF,0
1939,1939-12-31,Portugal,33,PT,1651,17,1749,22,1685,33,1651,38,21,13,4,11,21,6,54,82,UEFA,0
1939,1939-12-31,Egypt,34,EG,1646,16,1761,22,1681,34,1646,20,4,6,10,9,8,3,54,52,CAF,0
1939,1939-12-31,Algeria,35,DZ,1640,21,1690,28,1653,35,1640,4,3,1,0,0,3,1,4,10,CAF,0
1939,1939-12-31,Canada,37,CA,1619,25,1619,30,1616,38,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1939,1939-12-31,Curaçao,41,CW,1593,26,1611,36,1579,45,1561,28,13,15,0,17,6,5,52,33,CONCACAF,0
1939,1939-12-31,Belgium,49,BE,1516,5,1930,20,1718,49,1503,192,99,87,6,63,97,32,379,493,UEFA,0
1939,1939-12-31,New Zealand,58,NZ,1432,29,1572,42,1521,58,1432,16,10,6,0,5,9,2,30,51,OFC,0
1939,1939-12-31,Turkey,65,TR,1358,37,1541,53,1423,67,1358,42,20,18,4,8,26,8,73,114,UEFA,0
1939,1939-12-31,Colombia,67,CO,1345,56,1444,64,1364,67,1345,9,4,1,4,3,6,0,16,19,CONMEBOL,0
1939,1939-12-31,Haiti,70,HT,1336,54,1336,65,1287,79,1265,19,18,1,0,7,8,4,26,32,CONCACAF,0
1939,1939-12-31,Ecuador,79,EC,1284,69,1340,76,1296,79,1284,9,0,2,7,2,6,1,14,33,CONMEBOL,0
1939,1939-12-31,Japan,81,JP,1279,30,1281,59,1196,81,1126,18,6,5,7,4,13,1,29,78,AFC,0
1939,1939-12-31,Panama,83,PA,1260,69,1314,82,1267,83,1260,8,5,3,0,1,5,2,8,25,CONCACAF,0
1940,1940-12-31,Argentina,1,AR,2079,1,2120,3,1994,10,1855,230,110,90,30,122,58,50,474,275,CONMEBOL,0
1940,1940-12-31,Scotland,3,SQ,1998,1,2104,4,1963,11,1781,198,93,105,0,123,37,38,529,244,UEFA,0
1940,1940-12-31,England,4,EN,1997,1,2213,3,1998,12,1810,296,117,175,4,196,59,41,1009,369,UEFA,0
1940,1940-12-31,Spain,5,ES,1947,1,2036,4,1965,9,1901,57,22,26,9,36,12,9,134,62,UEFA,0
1940,1940-12-31,Austria,6,AT,1922,1,2070,7,1886,13,1785,195,91,96,8,94,60,41,467,358,UEFA,0
1940,1940-12-31,Croatia,7,HR,1905,7,1917,7,1909,8,1905,4,2,2,0,2,1,1,6,2,UEFA,0
1940,1940-12-31,Uruguay,8,UY,1901,1,2104,5,1941,12,1827,203,80,87,36,93,72,38,355,287,CONMEBOL,0
1940,1940-12-31,Brazil,10,BR,1879,5,1939,8,1890,14,1805,68,22,21,25,30,26,12,133,130,CONMEBOL,0
1940,1940-12-31,Germany,13,DE,1816,7,1913,15,1728,25,1637,183,89,83,11,87,60,36,463,345,UEFA,0
1940,1940-12-31,Mexico,14,MX,1813,13,1813,25,1668,48,1498,29,9,5,15,20,7,2,99,56,CONCACAF,1
1940,1940-12-31,Switzerland,16,CH,1766,11,1795,23,1585,40,1485,179,85,81,13,49,98,32,281,441,UEFA,0
1940,1940-12-31,Australia,18,AU,1714,16,1729,31,1607,41,1528,42,31,11,0,23,14,5,126,94,AFC,0
1940,1940-12-31,Sweden,21,SE,1708,5,1894,16,1711,32,1579,234,116,102,16,111,88,35,633,471,UEFA,0
1940,1940-12-31,Paraguay,23,PY,1692,10,1864,17,1737,25,1647,69,17,26,26,20,39,10,89,145,CONMEBOL,0
1940,1940-12-31,France,24,FR,1690,9,1690,25,1586,40,1514,160,88,62,10,50,93,17,282,488,UEFA,0
1940,1940-12-31,United States,27,US,1670,12,1784,18,1708,28,1670,24,4,12,8,8,14,2,51,80,CONCACAF,1
1940,1940-12-31,Norway,28,NO,1664,14,1793,25,1551,39,1364,144,71,62,11,48,69,27,263,366,UEFA,0
1940,1940-12-31,Tunisia,29,TN,1660,24,1660,28,1648,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1940,1940-12-31,Netherlands,30,NL,1658,3,2003,13,1817,33,1606,171,88,69,14,77,66,28,413,368,UEFA,0
1940,1940-12-31,South Africa,32,ZA,1654,7,1847,15,1772,32,1654,22,15,7,0,3,19,0,30,68,CAF,0
1940,1940-12-31,Egypt,34,EG,1646,16,1761,23,1679,34,1646,20,4,6,10,9,8,3,54,52,CAF,0
1940,1940-12-31,Portugal,35,PT,1645,17,1749,23,1683,35,1645,39,21,14,4,11,22,6,56,85,UEFA,0
1940,1940-12-31,Algeria,36,DZ,1640,21,1690,29,1652,36,1640,4,3,1,0,0,3,1,4,10,CAF,0
1940,1940-12-31,Canada,39,CA,1619,25,1619,31,1616,39,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1940,1940-12-31,Curaçao,43,CW,1593,26,1611,36,1580,45,1561,28,13,15,0,17,6,5,52,33,CONCACAF,0
1940,1940-12-31,Belgium,48,BE,1535,5,1930,21,1712,49,1503,194,100,88,6,64,98,32,388,498,UEFA,0
1940,1940-12-31,New Zealand,60,NZ,1432,29,1572,43,1516,60,1432,16,10,6,0,5,9,2,30,51,OFC,0
1940,1940-12-31,Turkey,64,TR,1358,37,1541,53,1420,67,1358,42,20,18,4,8,26,8,73,114,UEFA,0
1940,1940-12-31,Colombia,67,CO,1345,56,1444,65,1357,68,1345,9,4,1,4,3,6,0,16,19,CONMEBOL,0
1940,1940-12-31,Haiti,70,HT,1336,54,1336,65,1290,79,1265,19,18,1,0,7,8,4,26,32,CONCACAF,0
1940,1940-12-31,Japan,77,JP,1291,30,1291,60,1200,82,1126,19,7,5,7,5,13,1,30,78,AFC,0
1940,1940-12-31,Ecuador,79,EC,1284,69,1340,77,1291,80,1284,9,0,2,7,2,6,1,14,33,CONMEBOL,0
1940,1940-12-31,Panama,85,PA,1260,69,1314,83,1265,87,1260,8,5,3,0,1,5,2,8,25,CONCACAF,0
1941,1941-12-31,Argentina,1,AR,2107,1,2120,3,1996,10,1855,239,110,96,33,129,58,52,496,282,CONMEBOL,0
1941,1941-12-31,Scotland,3,SQ,1998,1,2104,4,1963,11,1781,198,93,105,0,123,37,38,529,244,UEFA,0
1941,1941-12-31,England,4,EN,1997,1,2213,3,1998,12,1810,296,117,175,4,196,59,41,1009,369,UEFA,0
1941,1941-12-31,Spain,5,ES,1949,1,2036,4,1964,9,1901,60,24,27,9,38,12,10,144,67,UEFA,0
1941,1941-12-31,Uruguay,6,UY,1929,1,2104,5,1941,12,1827,207,80,88,39,96,73,38,365,288,CONMEBOL,0
1941,1941-12-31,Austria,7,AT,1922,1,2070,7,1887,13,1785,195,91,96,8,94,60,41,467,358,UEFA,0
1941,1941-12-31,Croatia,8,HR,1892,7,1917,8,1902,8,1886,7,3,4,0,3,2,2,13,10,UEFA,0
1941,1941-12-31,Brazil,9,BR,1879,5,1939,8,1890,14,1805,68,22,21,25,30,26,12,133,130,CONMEBOL,0
1941,1941-12-31,Germany,13,DE,1848,7,1913,15,1731,25,1637,192,94,87,11,93,62,37,497,356,UEFA,0
1941,1941-12-31,Mexico,15,MX,1813,13,1813,24,1675,48,1498,29,9,5,15,20,7,2,99,56,CONCACAF,1
1941,1941-12-31,Switzerland,16,CH,1754,11,1795,23,1590,40,1485,183,87,83,13,50,101,32,288,451,UEFA,0
1941,1941-12-31,Sweden,18,SE,1715,5,1894,16,1711,32,1579,237,118,103,16,112,89,36,640,477,UEFA,0
1941,1941-12-31,Australia,19,AU,1714,16,1729,30,1612,41,1528,42,31,11,0,23,14,5,126,94,AFC,0
1941,1941-12-31,Paraguay,22,PY,1692,10,1864,17,1735,25,1647,69,17,26,26,20,39,10,89,145,CONMEBOL,0
1941,1941-12-31,France,23,FR,1690,9,1690,25,1589,40,1514,160,88,62,10,50,93,17,282,488,UEFA,0
1941,1941-12-31,United States,27,US,1670,12,1784,19,1707,28,1670,24,4,12,8,8,14,2,51,80,CONCACAF,1
1941,1941-12-31,Norway,28,NO,1664,14,1793,25,1554,39,1364,144,71,62,11,48,69,27,263,366,UEFA,0
1941,1941-12-31,Tunisia,29,TN,1660,24,1660,28,1650,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1941,1941-12-31,Netherlands,30,NL,1658,3,2003,13,1813,33,1606,171,88,69,14,77,66,28,413,368,UEFA,0
1941,1941-12-31,South Africa,32,ZA,1654,7,1847,15,1768,32,1654,22,15,7,0,3,19,0,30,68,CAF,0
1941,1941-12-31,Portugal,34,PT,1646,17,1749,23,1681,35,1645,41,22,15,4,11,23,7,59,92,UEFA,0
1941,1941-12-31,Egypt,34,EG,1646,16,1761,23,1678,35,1646,20,4,6,10,9,8,3,54,52,CAF,0
1941,1941-12-31,Algeria,36,DZ,1640,21,1690,30,1650,36,1640,4,3,1,0,0,3,1,4,10,CAF,0
1941,1941-12-31,Canada,38,CA,1619,25,1619,31,1616,40,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1941,1941-12-31,Iran,45,IR,1571,45,1571,45,1571,45,1571,1,0,1,0,0,1,0,0,1,AFC,0
1941,1941-12-31,Curaçao,47,CW,1556,26,1611,37,1579,47,1552,36,15,18,3,20,7,9,76,48,CONCACAF,0
1941,1941-12-31,Belgium,49,BE,1535,5,1930,21,1708,49,1503,194,100,88,6,64,98,32,388,498,UEFA,0
1941,1941-12-31,New Zealand,61,NZ,1432,29,1572,44,1512,61,1432,16,10,6,0,5,9,2,30,51,OFC,0
1941,1941-12-31,Turkey,65,TR,1358,37,1541,54,1416,67,1358,42,20,18,4,8,26,8,73,114,UEFA,0
1941,1941-12-31,Colombia,68,CO,1345,56,1444,66,1354,68,1345,9,4,1,4,3,6,0,16,19,CONMEBOL,0
1941,1941-12-31,Haiti,71,HT,1336,54,1336,66,1292,79,1265,19,18,1,0,7,8,4,26,32,CONCACAF,0
1941,1941-12-31,Japan,79,JP,1291,30,1291,61,1203,82,1126,19,7,5,7,5,13,1,30,78,AFC,0
1941,1941-12-31,Panama,83,PA,1277,69,1314,83,1266,87,1260,12,5,4,3,2,7,3,19,41,CONCACAF,0
1941,1941-12-31,Ecuador,85,EC,1264,69,1340,79,1284,85,1264,13,0,3,10,2,10,1,15,54,CONMEBOL,0
1942,1942-12-31,Argentina,1,AR,2093,1,2129,3,1999,10,1855,247,111,98,38,134,59,54,522,290,CONMEBOL,0
1942,1942-12-31,Scotland,3,SQ,1998,1,2104,4,1964,11,1781,198,93,105,0,123,37,38,529,244,UEFA,0
1942,1942-12-31,England,4,EN,1997,1,2213,3,1998,12,1810,296,117,175,4,196,59,41,1009,369,UEFA,0
1942,1942-12-31,Uruguay,5,UY,1985,1,2104,5,1942,12,1827,215,87,89,39,102,74,39,388,295,CONMEBOL,0
1942,1942-12-31,Spain,6,ES,1945,1,2036,5,1963,9,1901,63,25,29,9,39,13,11,149,72,UEFA,0
1942,1942-12-31,Austria,7,AT,1922,1,2070,7,1888,13,1785,195,91,96,8,94,60,41,467,358,UEFA,0
1942,1942-12-31,Germany,8,DE,1909,7,1913,14,1735,25,1637,202,98,92,12,100,64,38,533,371,UEFA,0
1942,1942-12-31,Brazil,9,BR,1872,5,1939,8,1889,14,1805,74,22,22,30,33,28,13,148,137,CONMEBOL,0
1942,1942-12-31,Croatia,11,HR,1865,7,1917,8,1892,11,1865,15,6,9,0,6,5,4,31,26,UEFA,0
1942,1942-12-31,Mexico,15,MX,1813,13,1813,24,1682,48,1498,29,9,5,15,20,7,2,99,56,CONCACAF,1
1942,1942-12-31,Switzerland,16,CH,1756,11,1795,23,1595,40,1485,189,89,87,13,53,104,32,298,464,UEFA,0
1942,1942-12-31,Sweden,17,SE,1749,5,1894,16,1711,32,1579,241,119,106,16,115,90,36,649,483,UEFA,0
1942,1942-12-31,Paraguay,18,PY,1722,10,1864,17,1734,25,1647,75,17,27,31,22,41,12,100,155,CONMEBOL,0
1942,1942-12-31,Australia,19,AU,1714,16,1729,29,1617,41,1528,42,31,11,0,23,14,5,126,94,AFC,0
1942,1942-12-31,South Korea,21,KR,1702,21,1702,21,1702,21,1702,1,1,0,0,1,0,0,5,0,AFC,0
1942,1942-12-31,United States,25,US,1670,12,1784,19,1705,28,1670,24,4,12,8,8,14,2,51,80,CONCACAF,1
1942,1942-12-31,France,27,FR,1669,9,1690,25,1591,40,1514,162,89,63,10,50,95,17,282,494,UEFA,0
1942,1942-12-31,Portugal,29,PT,1664,17,1749,23,1680,35,1645,42,23,15,4,12,23,7,62,92,UEFA,0
1942,1942-12-31,Norway,29,NO,1664,14,1793,25,1557,39,1364,144,71,62,11,48,69,27,263,366,UEFA,0
1942,1942-12-31,Tunisia,31,TN,1660,24,1660,29,1651,33,1610,4,1,3,0,3,0,1,10,4,CAF,0
1942,1942-12-31,Netherlands,32,NL,1658,3,2003,13,1809,33,1606,171,88,69,14,77,66,28,413,368,UEFA,0
1942,1942-12-31,South Africa,34,ZA,1654,7,1847,16,1765,34,1654,22,15,7,0,3,19,0,30,68,CAF,0
1942,1942-12-31,Egypt,36,EG,1646,16,1761,24,1676,36,1646,20,4,6,10,9,8,3,54,52,CAF,0
1942,1942-12-31,Algeria,37,DZ,1640,21,1690,31,1649,37,1640,4,3,1,0,0,3,1,4,10,CAF,0
1942,1942-12-31,Canada,39,CA,1619,25,1619,32,1616,40,1589,13,1,12,0,5,6,2,20,26,CONCACAF,1
1942,1942-12-31,Iran,46,IR,1571,44,1571,45,1571,46,1571,1,0,1,0,0,1,0,0,1,AFC,0
1942,1942-12-31,Curaçao,49,CW,1549,26,1611,37,1578,49,1549,37,16,18,3,20,7,10,78,50,CONCACAF,0
1942,1942-12-31,Belgium,50,BE,1535,5,1930,22,1703,50,1503,194,100,88,6,64,98,32,388,498,UEFA,0
1942,1942-12-31,New Zealand,62,NZ,1432,29,1572,45,1508,62,1432,16,10,6,0,5,9,2,30,51,OFC,0
1942,1942-12-31,Turkey,67,TR,1358,37,1541,55,1413,67,1358,42,20,18,4,8,26,8,73,114,UEFA,0
1942,1942-12-31,Colombia,71,CO,1345,56,1444,67,1352,71,1345,9,4,1,4,3,6,0,16,19,CONMEBOL,0
